split,rule,train_lift,train_hit,train_cov,train_n,test_lift,test_hit,test_cov,test_n,te_n,te_avg_ret_22,te_avg_ret_66,te_avg_ret_132,te_median_ret_66,te_win_rate_66,te_avg_mfe_6m,te_avg_mae_6m,te_big50_6m_rate,te_big100_12m_rate
T12-19→2020-26,ret_1d > -0.009409 AND range_tight_22 <= 0.09541 AND ret_1d > -0.003027,1.6758234664656466,0.8739573679332715,0.0678173318950018,943,1.5677616039313977,0.8516009852216748,0.0594634104394187,1383,1383,0.13909293473586204,0.19138552906391496,0.2903440314314545,0.15656711437282078,0.8510484454085322,0.4541627231313616,-0.060307570332677835,0.32683307332293293,0.24289405684754523
T12-19→2020-26,ret_1d > -0.009409 AND range_tight_22 > 0.09541 AND ret_22d <= 0.01366,1.340691736557242,0.6991830850552619,0.104638619201726,1455,1.3336073338240064,0.7244094488188977,0.09889070427379826,2300,2300,0.16171853720216925,0.219897703522018,0.30476693470235694,0.16780650542118436,0.7717391304347826,0.5221599956247213,-0.08933495180904884,0.39671478347436534,0.269018743109151
T12-19→2020-26,ret_1d > -0.009409 AND range_tight_22 <= 0.09541 AND ret_1d <= -0.003027,1.2600107964536698,0.6571072319201995,0.037900035958288385,527,1.2295759850747943,0.667900092506938,0.03104308195029667,722,722,0.12991317246518583,0.1764750554490604,0.27447122680572084,0.14603217278308023,0.8227146814404432,0.42233733053212025,-0.06320876837922022,0.29411764705882354,0.22073578595317725
T12-19→2020-26,ret_1d <= -0.009409 AND ret_5d > -0.03008 AND range_tight_22 <= 0.08913,1.197929343896564,0.624731182795699,0.041783531103919455,581,1.0597344931270862,0.575642965204236,0.03271992432711325,761,761,0.12894735087758505,0.17220299497761754,0.25479713960125916,0.14396498468737273,0.8278580814717477,0.41731477565367936,-0.0670109251202001,0.2840909090909091,0.1832797427652733
T12-19→2020-26,ret_1d > -0.009409 AND range_tight_22 > 0.09541 AND ret_22d > 0.01366,1.1921984764442715,0.6217424826522745,0.28996763754045307,4032,1.177082293683901,0.6393857576780291,0.32582337260297534,7578,7578,0.206218517353154,0.2817823195240882,0.39859075534234467,0.2235222604592445,0.8210609659540776,0.6321041847639638,-0.06297683492210333,0.4979253112033195,0.3438601870305074
T12-19→2020-26,ret_1d <= -0.009409 AND ret_5d > -0.03008 AND range_tight_22 > 0.08913,0.999644288644748,0.5213237007690515,0.16087738223660553,2237,0.9822806927841528,0.5335704125177809,0.161277839883051,3751,3751,0.1713583653902462,0.23651734126479101,0.3445976748009251,0.1858548937391271,0.7933884297520661,0.5588784687687595,-0.07813798689854233,0.43680514921006436,0.32103782432010003
T12-19→2020-26,ret_1d <= -0.009409 AND ret_5d <= -0.03008 AND dist_high_22 > -0.1074,0.8764312783420862,0.45706698141044555,0.1113987774181949,1549,0.8358761280116139,0.4540441176470588,0.10620001719838335,2470,2470,0.14561547083759668,0.21000087394022912,0.2952170519683195,0.1768223199678065,0.7927125506072874,0.4860025802976514,-0.07099781669366241,0.3623916020082154,0.25190839694656486
T12-19→2020-26,ret_1d <= -0.009409 AND ret_5d <= -0.03008 AND dist_high_22 <= -0.1074,0.6506833634908302,0.33933736523797003,0.18561668464581085,2581,0.6998346302264199,0.3801469937129195,0.18458164932496346,4293,4293,0.14857505496985451,0.22529191673877663,0.3195774472076527,0.18408104196816222,0.757745166550198,0.5219553972557894,-0.08542045445482735,0.4098901098901099,0.2758212488902042
T20-26→2012-19,ret_1d > -0.01072 AND range_tight_22 <= 0.09664 AND ret_1d > -0.003401,1.566328374888858,0.8508224617129893,0.06449393756986843,1500,1.6351383901523546,0.8527397260273972,0.07162891046386193,996,996,0.13748992548593772,0.13974637485317382,0.17868067461450973,0.12186261558784683,0.8032128514056225,0.3754034632143487,-0.08580054400222745,0.2233502538071066,0.11190965092402463
T20-26→2012-19,ret_1d > -0.01072 AND range_tight_22 > 0.09664 AND ret_1d > -0.006274,1.2290036430045543,0.6675891988929613,0.3837389285407172,8925,1.248069519420972,0.6508797459981479,0.35382955771305286,4920,4920,0.18942167120345174,0.22050823508321019,0.250102054485985,0.17613510520487252,0.8073170731707318,0.5239260553944729,-0.10240736210661633,0.3786008230452675,0.2215481171548117
