Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
CENTURYPLY,2021-02-15,293.4,17,52.23,132.0,40.0,95.0,"Rank #17 of 476 by 6m-return/volatility | 6m +132%, vol ~40%/yr, 5y +95% (not over-extended)",240.5,-18%,311.9,240.5,2021-03-18,288.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 289,-2.1
SOMANYCERA,2021-02-15,468.2,9,69.65,212.0,48.0,15.0,"Rank #9 of 476 by 6m-return/volatility | 6m +212%, vol ~48%/yr, 5y +15% (not over-extended)",383.9,-18%,511.3,383.9,2021-03-18,473.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 473,0.5
AFFLE,2021-02-15,1050.5,23,48.28,146.0,48.0,n/a,"Rank #23 of 476 by 6m-return/volatility | 6m +146%, vol ~48%/yr",861.4,-18% ->BE@+15%,1281.8,1050.5,2021-03-18,1140.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1140,7.9
BLUEDART,2021-02-15,4650.1,6,76.0,147.0,31.0,-32.0,"Rank #6 of 476 by 6m-return/volatility | 6m +147%, vol ~31%/yr, 5y -32% (not over-extended)",3813.1,-18% ->BE@+15%,5845.0,4650.1,2021-04-23,5187.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 5187,10.9
SAREGAMA,2021-02-15,180.3,21,48.77,126.0,41.0,332.0,"Rank #21 of 476 by 6m-return/volatility | 6m +126%, vol ~41%/yr, 5y +332%",147.8,-18% ->BE@+15% ->20%-trail,293.1,234.5,2021-03-19,234.5,STOP_LOSS,"Stop-loss hit at 234; had peaked +63%, SL trailed to 234",29.4
BORORENEW,2021-02-15,303.2,14,57.14,284.0,79.0,n/a,"Rank #14 of 476 by 6m-return/volatility | 6m +284%, vol ~79%/yr",248.6,-18%,312.4,248.6,2021-03-18,261.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 261,-14.5
ADANITRANS,2021-02-15,803.4,12,60.74,192.0,50.0,1675.0,"Rank #12 of 476 by 6m-return/volatility | 6m +192%, vol ~50%/yr, 5y +1675%",658.8,-18% ->BE@+15%,1005.8,803.4,2021-03-18,907.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 907,12.3
MAGMA,2021-02-15,103.1,16,53.81,236.0,70.0,45.0,"Rank #16 of 476 by 6m-return/volatility | 6m +236%, vol ~70%/yr, 5y +45% (not over-extended)",84.5,-18% ->BE@+15%,125.2,103.1,2021-02-25,103.1,STOP_LOSS,"Stop-loss hit at 103; had peaked +21%, SL trailed to 103",-0.6
GATI,2021-03-18,104.9,24,38.62,131.0,54.0,6.0,"Rank #24 of 529 by 6m-return/volatility | 6m +131%, vol ~54%/yr, 5y +6% (not over-extended)",86.0,-18%,112.7,86.0,2021-04-23,96.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 96,-9.0
EKC,2021-03-18,87.0,2,85.01,354.0,66.0,724.0,"Rank #2 of 529 by 6m-return/volatility | 6m +354%, vol ~66%/yr, 5y +724%",71.3,-18% ->BE@+15%,104.6,87.0,2021-04-12,87.0,STOP_LOSS,"Stop-loss hit at 87; had peaked +20%, SL trailed to 87",-0.6
ADANIPORTS,2021-03-18,643.8,22,38.98,92.0,38.0,240.0,"Rank #22 of 529 by 6m-return/volatility | 6m +92%, vol ~38%/yr, 5y +240%",527.9,-18% ->BE@+15% ->20%-trail,838.3,670.7,2021-04-13,670.7,STOP_LOSS,"Stop-loss hit at 671; had peaked +30%, SL trailed to 671",3.6
ASTRAL,2021-03-18,1716.2,15,44.13,107.0,39.0,643.0,"Rank #15 of 529 by 6m-return/volatility | 6m +107%, vol ~39%/yr, 5y +643%",1407.3,-18%,1761.9,1407.3,2021-04-23,1693.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1693,-1.9
ADANIPOWER,2021-03-18,11.8,14,44.61,140.0,50.0,238.0,"Rank #14 of 529 by 6m-return/volatility | 6m +140%, vol ~50%/yr, 5y +238%",9.6,-18% ->BE@+15%,14.3,11.8,2021-03-31,11.4,STOP_LOSS,"Stop-loss hit at 11; had peaked +22%, SL trailed to 12",-4.1
DALBHARAT,2021-03-18,1523.2,16,41.93,105.0,40.0,n/a,"Rank #16 of 529 by 6m-return/volatility | 6m +105%, vol ~40%/yr",1249.0,-18%,1601.1,1249.0,2021-04-23,1379.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1380,-10.0
INTELLECT,2021-03-18,572.2,9,47.9,184.0,61.0,246.0,"Rank #9 of 529 by 6m-return/volatility | 6m +184%, vol ~61%/yr, 5y +246%",469.2,-18% ->BE@+15%,709.0,572.2,2021-03-25,572.2,STOP_LOSS,"Stop-loss hit at 572; had peaked +24%, SL trailed to 572",-0.6
OLECTRA,2021-03-18,706.9,7,51.54,188.0,58.0,n/a,"Rank #7 of 529 by 6m-return/volatility | 6m +188%, vol ~58%/yr",579.6,-18%,779.8,579.6,2021-05-10,579.6,STOP_LOSS,"Stop-loss hit at 580; had peaked +10%, SL trailed to 580",-18.6
LINDEINDIA,2021-03-18,1726.4,20,40.18,112.0,44.0,579.0,"Rank #20 of 529 by 6m-return/volatility | 6m +112%, vol ~44%/yr, 5y +579%",1415.7,-18% ->BE@+15%,2074.0,1726.4,2021-05-05,1726.4,STOP_LOSS,"Stop-loss hit at 1726; had peaked +20%, SL trailed to 1726",-0.6
TATACHEM,2021-03-18,715.2,6,51.58,137.0,42.0,409.0,"Rank #6 of 529 by 6m-return/volatility | 6m +137%, vol ~42%/yr, 5y +409%",586.4,-18% ->BE@+15%,834.0,715.2,2021-04-22,712.0,STOP_LOSS,"Stop-loss hit at 712; had peaked +17%, SL trailed to 715",-1.0
IIFL,2021-03-18,283.4,5,52.83,253.0,76.0,299.0,"Rank #5 of 529 by 6m-return/volatility | 6m +253%, vol ~76%/yr, 5y +299%",232.4,-18%,283.4,232.4,2021-04-13,232.4,STOP_LOSS,"Stop-loss hit at 232; had peaked +0%, SL trailed to 232",-18.6
TIINDIA,2021-03-18,1117.7,25,38.35,84.0,35.0,n/a,"Rank #25 of 529 by 6m-return/volatility | 6m +84%, vol ~35%/yr",916.5,-18%,1266.3,916.5,2021-05-26,1147.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1148,2.1
HINDCOPPER,2021-03-18,112.1,19,40.67,230.0,90.0,188.0,"Rank #19 of 529 by 6m-return/volatility | 6m +230%, vol ~90%/yr, 5y +188% (not over-extended)",91.9,-18% ->BE@+15% ->20%-trail,183.9,147.1,2021-06-08,147.1,STOP_LOSS,"Stop-loss hit at 147; had peaked +64%, SL trailed to 147",30.6
GRAPHITE,2021-03-18,500.4,12,46.06,179.0,62.0,797.0,"Rank #12 of 529 by 6m-return/volatility | 6m +179%, vol ~62%/yr, 5y +797%",410.4,-18% ->BE@+15% ->20%-trail,713.7,570.9,2021-04-12,570.9,STOP_LOSS,"Stop-loss hit at 571; had peaked +43%, SL trailed to 571",13.5
APOLLOPIPE,2021-04-23,366.0,15,48.28,150.0,49.0,n/a,"Rank #15 of 489 by 6m-return/volatility | 6m +150%, vol ~49%/yr",300.1,-18% ->BE@+15%,440.2,366.0,2021-05-26,396.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 397,7.8
TATASTEEL,2021-04-23,96.2,18,45.65,134.0,47.0,195.0,"Rank #18 of 489 by 6m-return/volatility | 6m +134%, vol ~47%/yr, 5y +195% (not over-extended)",78.9,-18% ->BE@+15% ->20%-trail,129.6,103.7,2021-05-26,112.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 112,16.3
DEEPAKNTR,2021-04-23,1575.9,22,43.48,129.0,47.0,2310.0,"Rank #22 of 489 by 6m-return/volatility | 6m +129%, vol ~47%/yr, 5y +2310%",1292.3,-18% ->BE@+15%,1924.6,1575.9,2021-05-26,1727.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1728,9.0
ALKYLAMINE,2021-04-23,2761.7,20,45.01,104.0,37.0,1941.0,"Rank #20 of 489 by 6m-return/volatility | 6m +104%, vol ~37%/yr, 5y +1941%",2264.6,-18% ->BE@+15% ->20%-trail,3970.0,3176.0,2021-05-26,3580.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3580,29.0
POLYCAB,2021-04-23,1438.0,17,46.84,85.0,29.0,n/a,"Rank #17 of 489 by 6m-return/volatility | 6m +85%, vol ~29%/yr",1179.2,-18%,1643.9,1179.2,2021-05-26,1632.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1632,12.9
MAXHEALTH,2021-04-23,245.1,25,41.69,107.0,41.0,n/a,"Rank #25 of 489 by 6m-return/volatility | 6m +107%, vol ~41%/yr",201.0,-18%,263.5,201.0,2021-05-26,252.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 253,2.5
PRAJIND,2021-04-23,176.0,16,47.75,192.0,64.0,171.0,"Rank #16 of 489 by 6m-return/volatility | 6m +192%, vol ~64%/yr, 5y +171% (not over-extended)",144.3,-18% ->BE@+15% ->20%-trail,321.1,256.9,2021-05-26,291.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 291,65.0
TATASTLBSL,2021-04-23,60.5,13,50.81,154.0,48.0,n/a,"Rank #13 of 489 by 6m-return/volatility | 6m +154%, vol ~48%/yr",49.6,-18% ->BE@+15% ->20%-trail,108.0,86.4,2021-05-06,86.4,STOP_LOSS,"Stop-loss hit at 86; had peaked +79%, SL trailed to 86",42.2
GREENPANEL,2021-04-23,266.4,3,71.53,231.0,51.0,n/a,"Rank #3 of 489 by 6m-return/volatility | 6m +231%, vol ~51%/yr",218.4,-18% ->BE@+15%,338.8,266.4,2021-05-26,327.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 328,22.5
VEDL,2021-04-23,76.9,9,59.82,136.0,36.0,149.0,"Rank #9 of 489 by 6m-return/volatility | 6m +136%, vol ~36%/yr, 5y +149% (not over-extended)",63.1,-18% ->BE@+15%,100.0,76.9,2021-06-25,88.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 88,14.4
SHAKTIPUMP,2021-05-26,372.1,16,49.43,173.0,56.0,224.0,"Rank #16 of 575 by 6m-return/volatility | 6m +173%, vol ~56%/yr, 5y +224%",305.1,-18% ->BE@+15%,442.2,372.1,2021-06-14,372.1,STOP_LOSS,"Stop-loss hit at 372; had peaked +19%, SL trailed to 372",-0.6
SAIL,2021-05-26,122.9,15,50.44,197.0,62.0,195.0,"Rank #15 of 575 by 6m-return/volatility | 6m +197%, vol ~62%/yr, 5y +195% (not over-extended)",100.8,-18% ->BE@+15%,144.6,122.9,2021-06-25,135.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 136,10.0
FILATEX,2021-05-26,56.7,13,53.91,242.0,71.0,721.0,"Rank #13 of 575 by 6m-return/volatility | 6m +242%, vol ~71%/yr, 5y +721%",46.5,-18% ->BE@+15%,69.9,56.7,2021-06-18,56.7,STOP_LOSS,"Stop-loss hit at 57; had peaked +23%, SL trailed to 57",-0.6
GDL,2021-05-26,252.2,10,56.52,189.0,53.0,6.0,"Rank #10 of 575 by 6m-return/volatility | 6m +189%, vol ~53%/yr, 5y +6% (not over-extended)",206.8,-18%,272.9,206.8,2021-09-28,231.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 232,-8.7
SUPPETRO,2021-05-26,688.6,14,53.72,165.0,49.0,352.0,"Rank #14 of 575 by 6m-return/volatility | 6m +165%, vol ~49%/yr, 5y +352%",564.7,-18%,720.6,564.7,2021-09-29,686.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 686,-1.0
MANGCHEFER,2021-05-26,89.6,24,47.49,177.0,59.0,112.0,"Rank #24 of 575 by 6m-return/volatility | 6m +177%, vol ~59%/yr, 5y +112% (not over-extended)",73.5,-18%,90.2,73.5,2021-06-25,84.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 85,-6.1
3IINFOTECH,2021-05-26,9.3,17,49.36,186.0,60.0,124.0,"Rank #17 of 575 by 6m-return/volatility | 6m +186%, vol ~60%/yr, 5y +124% (not over-extended)",7.6,-18%,9.6,7.6,2021-06-08,8.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 9,-6.0
JSWISPL,2021-05-26,34.4,11,55.22,202.0,58.0,n/a,"Rank #11 of 575 by 6m-return/volatility | 6m +202%, vol ~58%/yr",28.2,-18% ->BE@+15%,41.4,34.4,2021-09-17,34.4,STOP_LOSS,"Stop-loss hit at 34; had peaked +20%, SL trailed to 34",-0.6
INEOSSTYRO,2021-05-26,1369.4,21,48.04,119.0,39.0,129.0,"Rank #21 of 575 by 6m-return/volatility | 6m +119%, vol ~39%/yr, 5y +129% (not over-extended)",1122.9,-18%,1565.8,1122.9,2021-06-25,1436.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1437,4.3
PERSISTENT,2021-05-26,1237.2,20,48.8,121.0,39.0,242.0,"Rank #20 of 575 by 6m-return/volatility | 6m +121%, vol ~39%/yr, 5y +242%",1014.5,-18%,1307.4,1014.5,2021-06-25,1289.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1289,3.6
TATAELXSI,2021-05-26,3561.4,12,54.11,130.0,38.0,290.0,"Rank #12 of 575 by 6m-return/volatility | 6m +130%, vol ~38%/yr, 5y +290%",2920.4,-18% ->BE@+15%,4575.0,3561.4,2021-07-28,4177.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 4177,16.7
PRINCEPIPE,2021-05-26,731.8,22,47.88,167.0,55.0,n/a,"Rank #22 of 575 by 6m-return/volatility | 6m +167%, vol ~55%/yr",600.1,-18%,758.0,600.1,2021-08-26,600.1,STOP_LOSS,"Stop-loss hit at 600; had peaked +4%, SL trailed to 600",-18.6
ELECON,2021-05-26,50.7,19,48.88,236.0,77.0,93.0,"Rank #19 of 575 by 6m-return/volatility | 6m +236%, vol ~77%/yr, 5y +93% (not over-extended)",41.6,-18% ->BE@+15% ->20%-trail,88.9,71.1,2021-08-23,71.1,STOP_LOSS,"Stop-loss hit at 71; had peaked +75%, SL trailed to 71",39.5
BALAMINES,2021-05-26,2777.8,18,48.95,191.0,62.0,1324.0,"Rank #18 of 575 by 6m-return/volatility | 6m +191%, vol ~62%/yr, 5y +1324%",2277.8,-18% ->BE@+15% ->20%-trail,5223.6,4178.8,2021-10-20,4178.8,STOP_LOSS,"Stop-loss hit at 4179; had peaked +88%, SL trailed to 4179",49.8
SKFINDIA,2021-06-25,1119.2,18,46.83,58.0,20.0,110.0,"Rank #18 of 641 by 6m-return/volatility | 6m +58%, vol ~20%/yr, 5y +110% (not over-extended)",917.8,-18% ->BE@+15%,1299.3,1119.2,2021-07-28,1224.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1224,8.8
DEEPAKNTR,2021-06-25,1728.3,16,47.51,105.0,35.0,2084.0,"Rank #16 of 641 by 6m-return/volatility | 6m +105%, vol ~35%/yr, 5y +2084%",1417.2,-18%,1935.7,1417.2,2021-07-28,1839.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1839,5.8
SALASAR,2021-06-25,8.6,7,59.32,202.0,54.0,n/a,"Rank #7 of 641 by 6m-return/volatility | 6m +202%, vol ~54%/yr",7.1,-18%,9.4,7.1,2021-07-28,8.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 8,-5.7
RTNPOWER,2021-06-25,3.7,2,67.15,241.0,57.0,-46.0,"Rank #2 of 641 by 6m-return/volatility | 6m +241%, vol ~57%/yr, 5y -46% (not over-extended)",3.1,-18% ->BE@+15% ->20%-trail,5.2,4.1,2021-10-26,4.1,STOP_LOSS,"Stop-loss hit at 4; had peaked +39%, SL trailed to 4",10.3
POLYCAB,2021-06-25,1895.2,12,50.12,96.0,30.0,n/a,"Rank #12 of 641 by 6m-return/volatility | 6m +96%, vol ~30%/yr",1554.1,-18%,1968.3,1554.1,2021-07-28,1734.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1735,-9.1
MAXHEALTH,2021-06-25,279.9,21,46.12,97.0,33.0,n/a,"Rank #21 of 641 by 6m-return/volatility | 6m +97%, vol ~33%/yr",229.5,-18%,316.3,229.5,2021-07-28,299.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 300,6.5
FSL,2021-06-25,168.2,11,50.47,134.0,42.0,318.0,"Rank #11 of 641 by 6m-return/volatility | 6m +134%, vol ~42%/yr, 5y +318%",138.0,-18% ->BE@+15% ->20%-trail,242.8,194.3,2021-07-28,204.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 204,20.8
GRASIM,2021-06-25,1506.8,19,46.74,72.0,24.0,71.0,"Rank #19 of 641 by 6m-return/volatility | 6m +72%, vol ~24%/yr, 5y +71% (not over-extended)",1235.6,-18%,1599.5,1235.6,2021-07-28,1533.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1534,1.2
TATAMTRDVR,2021-06-25,155.7,10,51.25,129.0,40.0,-47.0,"Rank #10 of 641 by 6m-return/volatility | 6m +129%, vol ~40%/yr, 5y -47% (not over-extended)",127.7,-18%,160.5,127.7,2021-07-28,134.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 134,-14.5
RELCAPITAL,2021-06-25,16.5,1,92.98,329.0,56.0,-92.0,"Rank #1 of 641 by 6m-return/volatility | 6m +329%, vol ~56%/yr, 5y -92% (not over-extended)",13.5,-18%,16.6,13.5,2021-07-02,13.5,STOP_LOSS,"Stop-loss hit at 13; had peaked +1%, SL trailed to 13",-18.6
MASTEK,2021-06-25,2275.7,23,45.8,130.0,45.0,1470.0,"Rank #23 of 641 by 6m-return/volatility | 6m +130%, vol ~45%/yr, 5y +1470%",1866.1,-18% ->BE@+15%,2875.0,2275.7,2021-07-28,2571.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2572,12.4
PANAMAPET,2021-06-25,240.6,15,47.94,174.0,58.0,361.0,"Rank #15 of 641 by 6m-return/volatility | 6m +174%, vol ~58%/yr, 5y +361%",197.3,-18%,272.0,197.3,2021-07-28,266.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 266,10.0
BAJAJHIND,2021-06-25,12.6,17,47.12,207.0,70.0,-3.0,"Rank #17 of 641 by 6m-return/volatility | 6m +207%, vol ~70%/yr, 5y -3% (not over-extended)",10.4,-18% ->BE@+15% ->20%-trail,17.6,14.1,2021-10-13,14.1,STOP_LOSS,"Stop-loss hit at 14; had peaked +40%, SL trailed to 14",11.1
TRIVENI,2021-06-25,183.3,25,44.35,184.0,66.0,319.0,"Rank #25 of 641 by 6m-return/volatility | 6m +184%, vol ~66%/yr, 5y +319%",150.3,-18%,200.0,150.3,2021-07-28,168.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 169,-8.5
RENUKA,2021-06-25,24.4,22,45.98,194.0,67.0,159.0,"Rank #22 of 641 by 6m-return/volatility | 6m +194%, vol ~67%/yr, 5y +159% (not over-extended)",20.0,-18% ->BE@+15% ->20%-trail,32.8,26.2,2021-11-01,26.2,STOP_LOSS,"Stop-loss hit at 26; had peaked +34%, SL trailed to 26",6.8
FACT,2021-06-25,128.3,20,46.67,167.0,57.0,816.0,"Rank #20 of 641 by 6m-return/volatility | 6m +167%, vol ~57%/yr, 5y +816%",105.2,-18%,139.0,105.2,2021-07-28,126.4,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 126,-2.1
DALMIASUG,2021-06-25,397.1,24,45.59,221.0,77.0,415.0,"Rank #24 of 641 by 6m-return/volatility | 6m +221%, vol ~77%/yr, 5y +415%",325.6,-18% ->BE@+15%,472.7,397.1,2021-08-09,389.0,STOP_LOSS,"Stop-loss hit at 389; had peaked +19%, SL trailed to 397",-2.6
KPITTECH,2021-06-25,236.5,14,48.22,126.0,41.0,n/a,"Rank #14 of 641 by 6m-return/volatility | 6m +126%, vol ~41%/yr",194.0,-18% ->BE@+15% ->20%-trail,377.8,302.2,2021-08-24,302.2,STOP_LOSS,"Stop-loss hit at 302; had peaked +60%, SL trailed to 302",27.2
HAPPSTMNDS,2021-06-25,738.5,6,62.96,191.0,48.0,n/a,"Rank #6 of 641 by 6m-return/volatility | 6m +191%, vol ~48%/yr",605.6,-18% ->BE@+15% ->20%-trail,1239.5,991.6,2021-07-28,1088.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1088,46.7
TNPETRO,2021-06-25,118.1,13,49.66,185.0,59.0,475.0,"Rank #13 of 641 by 6m-return/volatility | 6m +185%, vol ~59%/yr, 5y +475%",96.9,-18% ->BE@+15% ->20%-trail,157.0,125.6,2021-08-11,125.6,STOP_LOSS,"Stop-loss hit at 126; had peaked +33%, SL trailed to 126",5.7
NITINSPIN,2021-07-28,204.9,10,53.68,165.0,49.0,118.0,"Rank #10 of 641 by 6m-return/volatility | 6m +165%, vol ~49%/yr, 5y +118% (not over-extended)",168.0,-18% ->BE@+15% ->20%-trail,272.7,218.2,2021-11-29,218.2,STOP_LOSS,"Stop-loss hit at 218; had peaked +33%, SL trailed to 218",5.9
GOLDIAM,2021-07-28,137.5,4,69.7,185.0,42.0,711.0,"Rank #4 of 641 by 6m-return/volatility | 6m +185%, vol ~42%/yr, 5y +711%",112.7,-18% ->BE@+15% ->20%-trail,183.4,146.7,2021-08-30,170.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 170,23.3
JSWENERGY,2021-07-28,305.8,1,82.49,241.0,46.0,198.0,"Rank #1 of 641 by 6m-return/volatility | 6m +241%, vol ~46%/yr, 5y +198% (not over-extended)",250.7,-18%,314.7,250.7,2022-05-09,250.7,STOP_LOSS,"Stop-loss hit at 251; had peaked +3%, SL trailed to 251",-18.6
JKLAKSHMI,2021-07-28,725.2,12,52.41,121.0,37.0,92.0,"Rank #12 of 641 by 6m-return/volatility | 6m +121%, vol ~37%/yr, 5y +92% (not over-extended)",594.7,-18%,816.0,594.7,2021-08-30,707.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 707,-3.1
AMBUJACEM,2021-07-28,409.4,22,46.74,62.0,21.0,69.0,"Rank #22 of 641 by 6m-return/volatility | 6m +62%, vol ~21%/yr, 5y +69% (not over-extended)",335.7,-18%,427.4,335.7,2021-08-30,417.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 418,1.4
HINDCOPPER,2021-07-28,139.5,21,46.85,148.0,50.0,168.0,"Rank #21 of 641 by 6m-return/volatility | 6m +148%, vol ~50%/yr, 5y +168% (not over-extended)",114.4,-18%,148.3,114.4,2021-08-20,114.0,STOP_LOSS,"Stop-loss hit at 114; had peaked +6%, SL trailed to 114",-18.8
LINDEINDIA,2021-07-28,1728.6,16,50.54,86.0,27.0,400.0,"Rank #16 of 641 by 6m-return/volatility | 6m +86%, vol ~27%/yr, 5y +400%",1417.4,-18% ->BE@+15% ->20%-trail,2750.0,2200.0,2021-08-30,2343.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2344,35.0
HIL,2021-07-28,5465.8,15,50.59,150.0,47.0,868.0,"Rank #15 of 641 by 6m-return/volatility | 6m +150%, vol ~47%/yr, 5y +868%",4482.0,-18% ->BE@+15%,6758.0,5465.8,2021-08-10,5465.8,STOP_LOSS,"Stop-loss hit at 5466; had peaked +24%, SL trailed to 5466",-0.6
ASTRAL,2021-07-28,2031.6,24,45.7,71.0,25.0,554.0,"Rank #24 of 641 by 6m-return/volatility | 6m +71%, vol ~25%/yr, 5y +554%",1665.9,-18%,2294.4,1665.9,2021-08-30,2006.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2006,-1.9
HITECH,2021-07-28,71.9,5,66.62,182.0,43.0,n/a,"Rank #5 of 641 by 6m-return/volatility | 6m +182%, vol ~43%/yr",59.0,-18%,76.4,59.0,2021-08-06,59.0,STOP_LOSS,"Stop-loss hit at 59; had peaked +6%, SL trailed to 59",-18.6
GUJGASLTD,2021-07-28,640.8,20,47.76,94.0,31.0,514.0,"Rank #20 of 641 by 6m-return/volatility | 6m +94%, vol ~31%/yr, 5y +514%",525.5,-18%,714.1,525.5,2021-08-30,646.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 646,0.2
GOODLUCK,2021-07-28,211.1,18,49.95,258.0,82.0,219.0,"Rank #18 of 641 by 6m-return/volatility | 6m +258%, vol ~82%/yr, 5y +219%",173.1,-18% ->BE@+15%,269.3,211.1,2021-08-23,211.1,STOP_LOSS,"Stop-loss hit at 211; had peaked +28%, SL trailed to 211",-0.6
COSMOFILMS,2021-07-28,775.4,6,60.76,165.0,43.0,245.0,"Rank #6 of 641 by 6m-return/volatility | 6m +165%, vol ~43%/yr, 5y +245%",635.8,-18% ->BE@+15%,975.9,775.4,2021-08-11,775.4,STOP_LOSS,"Stop-loss hit at 775; had peaked +26%, SL trailed to 775",-0.6
KPRMILL,2021-07-28,433.9,8,56.48,121.0,34.0,243.0,"Rank #8 of 641 by 6m-return/volatility | 6m +121%, vol ~34%/yr, 5y +243%",355.8,-18% ->BE@+15%,516.6,433.9,2021-09-24,426.3,STOP_LOSS,"Stop-loss hit at 426; had peaked +19%, SL trailed to 434",-2.4
HIKAL,2021-07-28,532.8,9,53.97,218.0,64.0,364.0,"Rank #9 of 641 by 6m-return/volatility | 6m +218%, vol ~64%/yr, 5y +364%",436.9,-18% ->BE@+15%,653.8,532.8,2021-08-10,532.8,STOP_LOSS,"Stop-loss hit at 533; had peaked +23%, SL trailed to 533",-0.6
LUXIND,2021-07-28,3968.9,23,45.72,158.0,55.0,558.0,"Rank #23 of 641 by 6m-return/volatility | 6m +158%, vol ~55%/yr, 5y +558%",3254.5,-18%,4168.7,3254.5,2021-10-25,3254.5,STOP_LOSS,"Stop-loss hit at 3254; had peaked +5%, SL trailed to 3254",-18.6
FLUOROCHEM,2021-07-28,1392.3,11,52.63,175.0,53.0,n/a,"Rank #11 of 641 by 6m-return/volatility | 6m +175%, vol ~53%/yr",1141.7,-18% ->BE@+15% ->20%-trail,1841.8,1473.4,2021-10-25,1473.4,STOP_LOSS,"Stop-loss hit at 1473; had peaked +32%, SL trailed to 1473",5.2
SSWL,2021-08-30,184.8,5,61.9,205.0,52.0,261.0,"Rank #5 of 608 by 6m-return/volatility | 6m +205%, vol ~52%/yr, 5y +261%",151.5,-18%,188.0,151.5,2021-12-28,171.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 171,-7.9
TATASTEEL,2021-08-30,149.7,23,41.18,98.0,38.0,291.0,"Rank #23 of 608 by 6m-return/volatility | 6m +98%, vol ~38%/yr, 5y +291%",122.8,-18%,153.4,122.8,2021-09-30,134.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 134,-11.1
FAIRCHEMOR,2021-08-30,1804.2,18,44.28,199.0,72.0,n/a,"Rank #18 of 608 by 6m-return/volatility | 6m +199%, vol ~72%/yr",1479.4,-18%,1955.7,1479.4,2021-09-30,1775.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1775,-2.2
PITTIENG,2021-08-30,153.8,21,41.82,157.0,60.0,n/a,"Rank #21 of 608 by 6m-return/volatility | 6m +157%, vol ~60%/yr",126.1,-18%,169.0,126.1,2021-09-30,153.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 154,-0.7
DEEPAKNTR,2021-08-30,2197.8,20,41.93,76.0,29.0,2163.0,"Rank #20 of 608 by 6m-return/volatility | 6m +76%, vol ~29%/yr, 5y +2163%",1802.2,-18%,2446.4,1802.2,2021-09-30,2329.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2330,5.4
