feature,group,kind,cliffs_delta,pos_median,ctrl_median,hit_ratio,lift,coverage,n_events_match,support_real,base_rate,threshold,direction,category
close_vs_sma20,raw,numeric,0.23657118329459123,0.014857210218525485,-0.009119815945095755,0.4438086518654154,10.121554458359219,0.2826530612244898,3878,8738.0,0.04384787472035794,0.058772907949333895,>=,
ret_10d,raw,numeric,0.19413708451302364,0.013941366838170155,-0.009175514641855398,0.40156481285684076,9.158136293214685,0.2768221574344023,3798,9458.0,0.04384787472035794,0.07278194307975482,>=,
close_vs_sma50,raw,numeric,0.27659016033523703,0.0363316864784653,-0.018671809576477294,0.359472049689441,8.198163582203069,0.26997084548104955,3704,10304.0,0.04384787472035794,0.11958369069896595,>=,
close_vs_sma200,raw,numeric,0.22521892687437012,0.09711767331741117,-0.0004417671576415483,0.35298621745788666,8.050246898146701,0.26880466472303205,3688,10448.0,0.04384787472035794,0.2970776495145403,>=,
range_tight_66,raw,numeric,0.7542616899213536,0.3667014688201028,0.16487930502959175,0.3482379689276241,7.9419577607473455,0.26793002915451897,3676,10556.0,0.04384787472035794,0.48505373872636676,>=,
h_accum_price_drift_3m,house(DVPT),numeric,0.23554891947924725,7.471205949819759,-1.6531749456175915,0.33266202856096666,7.586730957487352,0.264868804664723,3634,10924.0,0.04384787472035794,26.56016386782235,>=,
vol_66,raw,numeric,0.7992754539765349,0.03060092493917372,0.0157794823711769,0.32517545438186074,7.415991230035293,0.26341107871720115,3614,11114.0,0.04384787472035794,0.03666444875466777,>=,
ret_66d,raw,numeric,0.22767291578516752,0.08092305644158759,-0.015019788918205768,0.3202846975088968,7.30445202992229,0.26239067055393583,3600,11240.0,0.04384787472035794,0.2869696683347236,>=,
ret_22d,raw,numeric,0.24447056892337599,0.030526665285881438,-0.018731768439711416,0.31788020879412543,7.249614965866024,0.26188046647230323,3593,11303.0,0.04384787472035794,0.1391613490336563,>=,
h_rs_vs_broad_slope_3m,house(DVPT),numeric,0.24667001607246675,2.520130377120039,-5.158527206204049,0.30952380952380953,7.059037900874636,0.25583090379008744,3510,11340.0,0.04384787472035794,19.40304213979675,>=,
h_rs_vs_broad_slope_1m,house(DVPT),numeric,0.22396859671028393,1.0288633175961155,-2.779406579539277,0.3068617206548241,6.998325976158488,0.25685131195335276,3524,11484.0,0.04384787472035794,10.323245383419154,>=,
atr14_pct,raw,numeric,0.7875435422418946,0.04854329574048007,0.02546441165435504,0.3052812365822241,6.962281262870111,0.25911078717201164,3555,11645.0,0.04384787472035794,0.05965727586476566,>=,
dist_low_252,raw,numeric,0.48401629419733666,0.5940531778725009,0.1916286467405739,0.30335926147533976,6.918448463238616,0.2586734693877551,3549,11699.0,0.04384787472035794,1.1743237567894762,>=,
h_rs_rank,house(DVPT),numeric,0.3189354568029137,56.0,33.0,0.2929059136673996,6.6800481331289605,0.18447521865889213,2531,8641.0,0.04384787472035794,83.0,>=,
range_tight_22,raw,numeric,0.7306523179879231,0.18767191484467405,0.07674396284870622,0.29188829787234044,6.656840262700825,0.2559766763848397,3512,12032.0,0.04384787472035794,0.26741639583420845,>=,
vol_22,raw,numeric,0.7807754509556442,0.02920580740638519,0.013737033979673085,0.2868280672958556,6.541436024553441,0.25473760932944606,3495,12185.0,0.04384787472035794,0.037705105346115396,>=,
ret_5d,raw,numeric,0.14135505610378768,0.006707894385165503,-0.004028611798034931,0.2847811887655127,6.494754662152254,0.2542274052478134,3488,12248.0,0.04384787472035794,0.05143104131153969,>=,
ret_132d,raw,numeric,0.1869984127655436,0.1306275854554848,0.007185109676232426,0.28160686806511703,6.4223607155666995,0.2534256559766764,3477,12347.0,0.04384787472035794,0.4739746357446477,>=,
sma50_slope,raw,numeric,0.20925408458533012,0.022506546167280206,-0.0029974415190259784,0.2793300587809002,6.370435524237878,0.25284256559766766,3469,12419.0,0.04384787472035794,0.08596320688106378,>=,
h_rs_vs_broad_slope_6m,house(DVPT),numeric,0.20129720667246168,3.0842123223197135,-5.9650718132257765,0.26725861931045514,6.095132797539462,0.2435131195335277,3341,12501.0,0.04384787472035794,29.140482585983957,>=,
ret_252d,raw,numeric,0.23120365003507157,0.2549875176381202,0.02674269415739261,0.2592026882541622,5.911408247429107,0.24737609329446064,3394,13094.0,0.04384787472035794,0.8645713300354578,>=,
h_rs_vs_broad_slope_12m,house(DVPT),numeric,0.2301903810043553,6.302431711409532,-8.294412528207927,0.252534779533129,5.759339104658604,0.23418367346938776,3213,12723.0,0.04384787472035794,49.0444779379598,>=,
sma50_vs_sma200,raw,numeric,0.14961341856273036,0.060925748490595955,0.01350879324315557,0.23516389345140326,5.3631765496314925,0.24001457725947523,3293,14003.0,0.04384787472035794,0.2189421411326891,>=,
ret_1d,raw,numeric,0.1357800022685915,0.003323506230482942,-0.000760841745810481,0.22168840082361016,5.055852814701722,0.23542274052478135,3230,14570.0,0.04384787472035794,0.02669442827364736,>=,
h_rs_vs_broad_trend_state,house(DVPT),categorical,,,,0.2,4.561224489795919,0.058673469387755105,805,4025.0,0.04384787472035794,,==,BREAKOUT
cpr_separation_pct,cpr,numeric,0.24309695224924338,0.8426966292134783,0.4083779185547928,0.19095360223828398,4.354911234720047,0.05969387755102041,819,4289.0,0.04384787472035794,2.3105586576996497,>=,
cpr_width_pct,cpr,numeric,0.3532084080698468,0.6484263798829483,0.3490234232781926,0.1873924605036759,4.273695400262405,0.17463556851311954,2396,12786.0,0.04384787472035794,1.2675961037555736,>=,
cpr_depth_pct,cpr,numeric,0.3492023179026349,1.4092465184298928,0.7888278622953366,0.16973769781053544,3.8710587204749665,0.05706997084548105,783,4613.0,0.04384787472035794,2.95080219850981,>=,
h_turnover_surge_1y,house(DVPT),numeric,0.3086670481955159,0.9685501907763134,0.589596451580072,0.161511640985266,3.683454261245607,0.20932944606413995,2872,17782.0,0.04384787472035794,2.366431910750699,>=,
h_trade_count_ratio_1m_6m,house(DVPT),numeric,0.2708787423661722,1.104377360181998,0.9038043587186748,0.14590181316933518,3.327454616668001,0.20058309037900873,2752,18862.0,0.04384787472035794,1.679917947458712,>=,
updown_vol_22,raw,numeric,0.3469096218983046,1.5259834623290103,0.9582064967625987,0.1410209519828622,3.216141098792827,0.1967201166180758,2699,19139.0,0.04384787472035794,2.731956537018498,>=,
h_turnover_surge_3m,house(DVPT),numeric,0.23000260816443654,0.8734470512582923,0.6444649247875033,0.12367388460979509,2.8205217561519595,0.18607871720116617,2553,20643.0,0.04384787472035794,2.096019903039096,>=,
vol_pctile_252,raw,numeric,0.38899909996945975,0.7420634920634921,0.4444444444444444,0.12239111235067168,2.791266694936237,0.19190962099125364,2633,21513.0,0.04384787472035794,0.9285714285714286,>=,
trades_trend,raw,numeric,0.21402274331179666,1.0696075505939795,0.9484262417786276,0.12082655696929111,2.7555852533302616,0.18411078717201165,2526,20906.0,0.04384787472035794,1.4880845004634635,>=,
nr_ratio_10_60,raw,numeric,0.27558773134419695,1.04739129396668,0.9231716653361073,0.11855255056126557,2.703723984739067,0.18243440233236152,2503,21113.0,0.04384787472035794,1.3653495139776999,>=,
deliv_updown_22,raw,numeric,0.2995973638073637,1.351700893940345,0.9071742523367202,0.11631633518710528,2.6527245830936765,0.17988338192419825,2468,21218.0,0.04384787472035794,2.4114872870180504,>=,
h_deliv_updown_ratio_3m,house(DVPT),numeric,0.30184006678937425,1.3686672957729944,1.0430237832864462,0.11440145271685989,2.609053539001856,0.17908163265306123,2457,21477.0,0.04384787472035794,2.016795173525977,>=,
turnover_surge_raw,raw,numeric,0.2277029078704338,1.210155179106896,0.9196310256425864,0.11310459631924535,2.579477273199116,0.1782798833819242,2446,21626.0,0.04384787472035794,2.9358451011930495,>=,
h_deliv_value_ratio_1m_6m,house(DVPT),numeric,0.22735873634617984,1.0942615747068876,0.8941724869952978,0.1130635838150289,2.5785419370060163,0.1782069970845481,2445,21625.0,0.04384787472035794,1.8187753129810185,>=,
big_deliv_days_10,raw,numeric,0.1783923068047805,1.0,0.0,0.09922781236180563,2.26300163906771,0.21260932944606414,2917,29397.0,0.04384787472035794,3.0,>=,
vol_ratio_22_66,raw,numeric,0.18211721855091964,1.055894402645294,0.9293902102970618,0.09837127921544908,2.243467439250293,0.16596209912536444,2277,23147.0,0.04384787472035794,1.6075197443813478,>=,
h_turnover_surge_1m,house(DVPT),numeric,0.1566045071125978,0.8624388885430119,0.7204458683155365,0.09792924935289042,2.2333864520786744,0.16545189504373178,2270,23180.0,0.04384787472035794,2.067706067734796,>=,
gap_1d,raw,numeric,0.15372326487345295,0.004240370826418038,0.0013534089373988811,0.09683506304142722,2.2084323050774475,0.16457725947521865,2258,23318.0,0.04384787472035794,0.012799557051331047,>=,
dist_high_22,raw,numeric,-0.08776294661189564,-0.05331461535171517,-0.04537668228705338,0.09617061761674463,2.1932788813614716,0.17682215743440233,2426,25226.0,0.04384787472035794,0.0,>=,
range_pos_252,raw,numeric,0.16200004989342104,0.6244118542296971,0.480041121064929,0.09579688500106678,2.1847554895651453,0.16362973760932945,2245,23435.0,0.04384787472035794,0.9453458541846138,>=,
deliv_val_trend,raw,numeric,0.18877417029287244,1.0696314181563924,0.9395558954752944,0.09228187919463088,2.104591836734694,0.16034985422740525,2200,23840.0,0.04384787472035794,1.5877871293537624,>=,
