feature,group,kind,cliffs_delta,pos_median,ctrl_median,hit_ratio,lift,coverage,n_events_match,support_real,base_rate,threshold,direction,category
h_is_ath_dvpt,house(DVPT),numeric,0.00032484092928895884,0.0,0.0,0.5353813498551473,0.9999386130465443,0.9996518758535736,37330,69726.0,0.5354142173027844,0.0,>=,
cpr_pattern,cpr,categorical,,,,0.5340737951807228,0.9974964764125726,0.15194280052486409,5674,10624.0,0.5354142173027844,,==,BEAR_INVU
h_rs_vs_broad_new_52w_high,house(DVPT),numeric,0.011576316424814374,0.0,0.0,0.5334895158826012,0.9964052104744638,0.9817904292638513,36663,68723.0,0.5354142173027844,0.0,>=,
h_trigger_rank,house(DVPT),categorical,,,,0.5327344878542847,0.9949950349432274,0.8591971721607798,32085,60227.0,0.5354142173027844,,==,-
h_accum_character,house(DVPT),categorical,,,,0.5263157894736842,0.983006749662094,0.7487347026216427,27960,53124.0,0.5354142173027844,,==,NEUTRAL
cpr_pattern,cpr,categorical,,,,0.5239935587761675,0.9786694896072243,0.5663979862357068,21151,40365.0,0.5354142173027844,,==,NONE
h_next_p_above,house(DVPT),categorical,,,,0.5222884215059939,0.9754847828604303,0.38968481375358166,14552,27862.0,0.5354142173027844,,==,P1M
h_rs_vs_broad_trend_state,house(DVPT),categorical,,,,0.5197036039070394,0.9706570858822369,0.24791794981656534,9258,17814.0,0.5354142173027844,,==,DOWNTREND
cpr_regime,cpr,categorical,,,,0.49118615030882284,0.9173946720788142,0.5835096269715877,21790,44362.0,0.5354142173027844,,==,-1
h_rs_vs_broad_trend_state,house(DVPT),categorical,,,,0.4669327769209834,0.8720963355684039,0.13783038320434887,5147,11023.0,0.5354142173027844,,==,BREAKDOWN
